Product ID,Product Name,Segment,Category - Subcategory,Product Weight Pounds
OFF-BI-5939,satellite sectional post binders,Home Office,Office Supplies - Binders,126
TEC-MA-6140,"startech inkjet, durable",Consumer,Technology - Machines,121
OFF-ST-6249,"tenex folders, blue",Consumer,Office Supplies - Storage,40
TEC-MA-5544,"panasonic card printer, white",Corporate,Technology - Machines,139
OFF-PA-6518,xerox 1962,Corporate,Office Supplies - Paper,146
TEC-PH-3153,"apple speaker phone, with caller id",Consumer,Technology - Phones,103
OFF-PA-3304,avery personal creations heavyweight cards,Home Office,Office Supplies - Paper,136
OFF-PA-4882,"ink jet note and greeting cards, 8-1/2"" x 5-1/2"" card size",Corporate,Office Supplies - Paper,112
OFF-ST-4056,"eldon file cart, industrial",Corporate,Office Supplies - Storage,131
OFF-FA-3158,assorted color push pins,Consumer,Office Supplies - Fasteners,20
OFF-AR-5930,"sanford sketch pad, blue",Consumer,Office Supplies - Art,73
TEC-PH-3805,"cisco smart phone, cordless",Corporate,Technology - Phones,106
OFF-AP-4497,"hamilton beach microwave, black",Corporate,Office Supplies - Appliances,99
OFF-ST-6047,"smead lockers, industrial",Home Office,Office Supplies - Storage,58
TEC-CO-4787,"hp personal copier, laser",Corporate,Technology - Copiers,55
OFF-AR-6121,"stanley pens, blue",Consumer,Office Supplies - Art,5
OFF-AR-6119,"stanley pencil sharpener, fluorescent",Home Office,Office Supplies - Art,36
TEC-AC-5116,"logitech keyboard, erganomic",Corporate,Technology - Accessories,12
OFF-PA-6577,xerox 214,Home Office,Office Supplies - Paper,96
OFF-AR-3546,"boston pens, blue",Consumer,Office Supplies - Art,58
OFF-AP-4959,"kitchenaid microwave, white",Corporate,Office Supplies - Appliances,125
FUR-CH-4562,"harbour creations swivel stool, black",Consumer,Furniture - Chairs,46
TEC-AC-5113,logitech k350 2.4ghz wireless keyboard,Consumer,Technology - Accessories,79
OFF-AR-5585,peel-off china markers,Consumer,Office Supplies - Art,116
OFF-FA-3045,"advantus paper clips, bulk pack",Consumer,Office Supplies - Fasteners,123
FUR-BO-5519,o'sullivan 2-door barrister bookcase in odessa pine,Corporate,Furniture - Bookcases,105
OFF-PA-4143,"enermax cards & envelopes, 8.5 x 11",Corporate,Office Supplies - Paper,144
FUR-TA-5072,"lesro wood table, fully assembled",Home Office,Furniture - Tables,49
OFF-EN-3512,"blue string-tie & button interoffice envelopes, 10 x 13",Corporate,Office Supplies - Envelopes,147
FUR-BO-4859,"ikea floating shelf set, traditional",Consumer,Furniture - Bookcases,86
OFF-BI-4356,"gbc pre-punched binding paper, plastic, white, 8-1/2"" x 11""",Consumer,Office Supplies - Binders,146
OFF-LA-5385,"novimex file folder labels, laser printer compatible",Corporate,Office Supplies - Labels,86
OFF-LA-5377,"novimex color coded labels, laser printer compatible",Consumer,Office Supplies - Labels,72
TEC-CO-3608,"brother wireless fax, color",Consumer,Technology - Copiers,56
OFF-FA-3835,colored push pins,Consumer,Office Supplies - Fasteners,34
OFF-AR-3483,"binney & smith highlighters, fluorescent",Consumer,Office Supplies - Art,53
OFF-AR-3475,"binney & smith canvas, blue",Consumer,Office Supplies - Art,100
OFF-BI-3257,"avery binding machine, economy",Home Office,Office Supplies - Binders,139
OFF-EN-4450,"globeweis manila envelope, with clear poly window",Consumer,Office Supplies - Envelopes,143
OFF-AR-5290,newell 313,Consumer,Office Supplies - Art,44
FUR-CH-5536,"padded folding chairs, black, 4/carton",Consumer,Furniture - Chairs,36
TEC-PH-5353,"nokia signal booster, with caller id",Corporate,Technology - Phones,12
OFF-LA-6051,"smead removable labels, adjustable",Corporate,Office Supplies - Labels,128
FUR-FU-3944,deflect-o glass clear studded chair mats,Consumer,Furniture - Furnishings,84
TEC-PH-4385,ge dsl phone line filter,Consumer,Technology - Phones,64
FUR-FU-3947,"deflect-o light bulb, duo pack",Corporate,Furniture - Furnishings,86
OFF-AR-3537,"boston markers, blue",Consumer,Office Supplies - Art,137
OFF-LA-4680,"hon removable labels, laser printer compatible",Corporate,Office Supplies - Labels,62
OFF-SU-4309,"fiskars letter opener, high speed",Consumer,Office Supplies - Supplies,102
OFF-BI-4814,"ibico binder, recycled",Corporate,Office Supplies - Binders,43
OFF-AP-3873,"cuisinart stove, red",Consumer,Office Supplies - Appliances,61
TEC-AC-5883,"sandisk mouse, usb",Corporate,Technology - Accessories,53
OFF-AR-3449,"bic canvas, fluorescent",Consumer,Office Supplies - Art,109
FUR-FU-4090,eldon radial chair mat for low to medium pile carpets,Corporate,Furniture - Furnishings,40
OFF-FA-6194,"stockwell push pins, assorted sizes",Consumer,Office Supplies - Fasteners,105
OFF-BI-5637,premium transparent presentation covers by gbc,Consumer,Office Supplies - Binders,47
OFF-AR-5698,rogers handheld barrel pencil sharpener,Consumer,Office Supplies - Art,25
OFF-AR-6105,"stanley canvas, blue",Consumer,Office Supplies - Art,46
TEC-CO-3687,"canon fax machine, digital",Corporate,Technology - Copiers,47
OFF-LA-3273,"avery file folder labels, alphabetical",Consumer,Office Supplies - Labels,21
TEC-AC-4165,"enermax memory card, programmable",Consumer,Technology - Accessories,112
FUR-CH-5442,"office star executive leather armchair, black",Consumer,Furniture - Chairs,124
FUR-CH-4683,"hon rocking chair, red",Consumer,Furniture - Chairs,52
TEC-MA-5540,"panasonic calculator, white",Consumer,Technology - Machines,68
OFF-PA-5884,"sandisk note cards, 8.5 x 11",Consumer,Office Supplies - Paper,11
FUR-TA-4645,"hon conference table, adjustable height",Consumer,Furniture - Tables,102
OFF-AR-5927,"sanford pens, water color",Consumer,Office Supplies - Art,117
OFF-BI-3248,"avery binder covers, economy",Consumer,Office Supplies - Binders,48
OFF-SU-4122,"elite letter opener, steel",Consumer,Office Supplies - Supplies,53
OFF-BI-2891,"acco binder covers, clear",Consumer,Office Supplies - Binders,127
OFF-BI-3717,"cardinal binder covers, durable",Home Office,Office Supplies - Binders,89
OFF-LA-4637,"hon color coded labels, 5000 label set",Home Office,Office Supplies - Labels,103
OFF-PA-5871,"sandisk memo slips, recycled",Consumer,Office Supplies - Paper,105
FUR-CH-4641,hon comfortask task/swivel chairs,Consumer,Furniture - Chairs,123
OFF-PA-5891,"sandisk parchment paper, multicolor",Consumer,Office Supplies - Paper,16
OFF-FA-6206,"stockwell thumb tacks, assorted sizes",Corporate,Office Supplies - Fasteners,12
TEC-AC-5880,"sandisk mouse, bluetooth",Consumer,Technology - Accessories,20
OFF-EN-3092,"ames clasp envelope, security-tint",Corporate,Office Supplies - Envelopes,13
FUR-CH-4626,"hon bag chairs, adjustable",Home Office,Furniture - Chairs,120
FUR-CH-3433,bevis steel folding chairs,Corporate,Furniture - Chairs,128
OFF-PA-3114,"ampad gold fibre wirebound steno books, 6"" x 9"", gregg ruled",Home Office,Office Supplies - Paper,99
OFF-ST-4246,fellowes bases and tops for staxonsteel/high-stak systems,Consumer,Office Supplies - Storage,31
FUR-CH-5794,"safco rocking chair, black",Corporate,Furniture - Chairs,5
TEC-MA-6135,"startech calculator, wireless",Consumer,Technology - Machines,66
FUR-FU-3949,"deflect-o light bulb, erganomic",Consumer,Furniture - Furnishings,36
TEC-PH-3790,"cisco headset, cordless",Corporate,Technology - Phones,25
OFF-LA-3311,"avery removable labels, adjustable",Consumer,Office Supplies - Labels,19
TEC-MA-6144,"startech phone, red",Consumer,Technology - Machines,80
TEC-PH-5835,"samsung signal booster, cordless",Consumer,Technology - Phones,128
FUR-BO-5954,"sauder corner shelving, pine",Consumer,Furniture - Bookcases,40
OFF-AP-3565,"breville blender, white",Home Office,Office Supplies - Appliances,54
OFF-LA-4658,"hon file folder labels, adjustable",Consumer,Office Supplies - Labels,49
TEC-CO-3679,"canon copy machine, digital",Consumer,Technology - Copiers,108
OFF-PA-5593,personal creations ink jet cards and labels,Corporate,Office Supplies - Paper,91
OFF-LA-6037,"smead file folder labels, laser printer compatible",Corporate,Office Supplies - Labels,34
OFF-AR-3484,"binney & smith highlighters, water color",Consumer,Office Supplies - Art,145
TEC-MA-4194,"epson card printer, red",Home Office,Technology - Machines,144
TEC-PH-5253,"motorola headset, voip",Corporate,Technology - Phones,91
FUR-CH-4628,"hon bag chairs, red",Corporate,Furniture - Chairs,64
TEC-AC-5887,"sandisk numeric keypad, bluetooth",Corporate,Technology - Accessories,18
FUR-CH-5453,"office star steel folding chair, set of two",Corporate,Furniture - Chairs,42
OFF-LA-6056,"smead round labels, laser printer compatible",Corporate,Office Supplies - Labels,46
FUR-TA-3439,"bevis wood table, adjustable height",Home Office,Furniture - Tables,93
OFF-SU-4304,"fiskars box cutter, high speed",Consumer,Office Supplies - Supplies,127
OFF-SU-4133,"elite shears, serrated",Consumer,Office Supplies - Supplies,126
FUR-FU-5418,nu-dell float frame 11 x 14 1/2,Consumer,Furniture - Furnishings,53
FUR-CH-5414,"novimex swivel stool, set of two",Home Office,Furniture - Chairs,137
OFF-EN-3671,"cameo manila envelope, set of 50",Home Office,Office Supplies - Envelopes,36
TEC-AC-5130,"logitech numeric keypad, bluetooth",Consumer,Technology - Accessories,89
TEC-PH-3150,"apple speaker phone, cordless",Corporate,Technology - Phones,65
OFF-LA-6054,"smead round labels, adjustable",Consumer,Office Supplies - Labels,54
OFF-FA-5468,"oic paper clips, assorted sizes",Corporate,Office Supplies - Fasteners,109
TEC-AC-5194,"memorex flash drive, erganomic",Corporate,Technology - Accessories,123
OFF-ST-4079,"eldon lockers, industrial",Consumer,Office Supplies - Storage,22
OFF-PA-4000,"eaton message books, premium",Consumer,Office Supplies - Paper,114
FUR-CH-5807,"safco swivel stool, red",Corporate,Furniture - Chairs,84
FUR-CH-4682,"hon rocking chair, black",Consumer,Furniture - Chairs,117
OFF-SU-3003,"acme trimmer, serrated",Home Office,Office Supplies - Supplies,63
OFF-SU-6177,"stiletto shears, high speed",Home Office,Office Supplies - Supplies,70
OFF-ST-6059,"smead shelving, single width",Consumer,Office Supplies - Storage,92
FUR-CH-5407,"novimex steel folding chair, black",Corporate,Furniture - Chairs,100
OFF-ST-5697,"rogers folders, wire frame",Corporate,Office Supplies - Storage,77
OFF-BI-3252,"avery binder, durable",Home Office,Office Supplies - Binders,117
OFF-AR-3490,"binney & smith markers, fluorescent",Consumer,Office Supplies - Art,91
OFF-LA-3233,avery 511,Consumer,Office Supplies - Labels,143
OFF-AR-3555,"boston sketch pad, water color",Consumer,Office Supplies - Art,102
OFF-SU-4976,"kleencut box cutter, steel",Corporate,Office Supplies - Supplies,134
OFF-AR-5326,newell 346,Consumer,Office Supplies - Art,143
OFF-BI-2896,"acco binder, durable",Home Office,Office Supplies - Binders,40
OFF-PA-4473,"green bar memo slips, recycled",Consumer,Office Supplies - Paper,68
FUR-CH-5450,"office star steel folding chair, adjustable",Consumer,Furniture - Chairs,148
FUR-CH-4402,global deluxe office fabric chairs,Consumer,Furniture - Chairs,98
FUR-FU-3939,"deflect-o economat studded, no bevel mat for low pile carpeting",Corporate,Furniture - Furnishings,72
OFF-AR-3454,"bic highlighters, water color",Consumer,Office Supplies - Art,96
TEC-PH-3816,"cisco speaker phone, full size",Consumer,Technology - Phones,13
OFF-BI-2915,"acco hole reinforcements, recycled",Home Office,Office Supplies - Binders,116
OFF-EN-3102,"ames mailers, set of 50",Home Office,Office Supplies - Envelopes,131
TEC-CO-6000,"sharp fax machine, laser",Consumer,Technology - Copiers,72
OFF-PA-4513,hammermill color copier paper (28lb. and 96 bright),Consumer,Office Supplies - Paper,38
OFF-AR-6128,"stanley sketch pad, water color",Corporate,Office Supplies - Art,146
FUR-FU-4109,eldon wave desk accessories,Consumer,Furniture - Furnishings,106
OFF-AR-5553,panasonic kp-380bk classic electric pencil sharpener,Corporate,Office Supplies - Art,6
OFF-BI-6371,"wilson jones 3-hole punch, economy",Corporate,Office Supplies - Binders,42
OFF-ST-5686,"rogers box, blue",Corporate,Office Supplies - Storage,148
FUR-BO-5950,"sauder classic bookcase, pine",Consumer,Furniture - Bookcases,68
TEC-PH-5599,plantronics 81402,Corporate,Technology - Phones,95
FUR-FU-5735,"rubbermaid photo frame, black",Consumer,Furniture - Furnishings,84
OFF-EN-4452,"globeweis peel and seal, security-tint",Home Office,Office Supplies - Envelopes,20
OFF-PA-6616,"xerox message books, recycled",Corporate,Office Supplies - Paper,96
OFF-FA-3073,"advantus thumb tacks, assorted sizes",Home Office,Office Supplies - Fasteners,73
OFF-AR-6116,"stanley markers, fluorescent",Corporate,Office Supplies - Art,25
TEC-CO-3686,"canon fax machine, color",Corporate,Technology - Copiers,10
TEC-MA-4212,"epson receipt printer, wireless",Home Office,Technology - Machines,130
OFF-SU-4990,"kleencut shears, high speed",Consumer,Office Supplies - Supplies,106
OFF-PA-6612,"xerox memo slips, recycled",Corporate,Office Supplies - Paper,129
OFF-LA-4694,"hon shipping labels, adjustable",Consumer,Office Supplies - Labels,54
OFF-BI-4830,"ibico index tab, economy",Corporate,Office Supplies - Binders,43
TEC-AC-5107,logitech g430 surround sound gaming headset with dolby 7.1 technology,Corporate,Technology - Accessories,139
TEC-PH-5349,"nokia office telephone, with caller id",Corporate,Technology - Phones,46
FUR-BO-3649,"bush westfield collection bookcases, dark cherry finish",Home Office,Furniture - Bookcases,71
TEC-AC-5226,"memorex router, usb",Home Office,Technology - Accessories,46
OFF-BI-5333,newell 3-hole punched plastic slotted magazine holders for binders,Corporate,Office Supplies - Binders,64
FUR-FU-4040,"eldon door stop, black",Consumer,Furniture - Furnishings,55
TEC-AC-5875,"sandisk memory card, usb",Consumer,Technology - Accessories,24
OFF-BI-3712,"cardinal 3-hole punch, clear",Consumer,Office Supplies - Binders,34
TEC-AC-5216,"memorex mouse, bluetooth",Home Office,Technology - Accessories,61
TEC-PH-5566,panasonic kx-ts550,Consumer,Technology - Phones,125
OFF-AR-5298,newell 320,Consumer,Office Supplies - Art,128
OFF-ST-4890,"iris 3-drawer stacking bin, black",Consumer,Office Supplies - Storage,66
FUR-FU-3956,"deflect-o stacking tray, durable",Consumer,Furniture - Furnishings,52
FUR-TA-3440,"bevis wood table, fully assembled",Consumer,Furniture - Tables,127
FUR-CH-4420,"global manager's adjustable task chair, storm",Corporate,Furniture - Chairs,19
OFF-EN-3100,"ames mailers, recycled",Corporate,Office Supplies - Envelopes,59
FUR-CH-4520,"harbour creations bag chairs, red",Home Office,Furniture - Chairs,73
OFF-PA-4005,"eaton parchment paper, 8.5 x 11",Corporate,Office Supplies - Paper,121
OFF-ST-3015,adjustable depth letter/legal cart,Consumer,Office Supplies - Storage,145
TEC-PH-3123,anker astro mini 3000mah ultra-compact portable charger,Corporate,Technology - Phones,59
OFF-PA-6082,southworth 25% cotton antique laid paper & envelopes,Home Office,Office Supplies - Paper,10
FUR-CH-4627,"hon bag chairs, black",Home Office,Furniture - Chairs,114
TEC-PH-5837,"samsung signal booster, voip",Corporate,Technology - Phones,65
OFF-PA-6529,xerox 1972,Consumer,Office Supplies - Paper,135
OFF-ST-6289,tennsco double-tier lockers,Consumer,Office Supplies - Storage,13
FUR-BO-3624,"bush classic bookcase, metal",Corporate,Furniture - Bookcases,71
OFF-SU-5078,letter slitter,Consumer,Office Supplies - Supplies,97
OFF-AP-4604,"holmes cool mist humidifier for the whole house with 8-gallon output per day, extended life filter",Consumer,Office Supplies - Appliances,104
TEC-AC-5221,"memorex numeric keypad, erganomic",Home Office,Technology - Accessories,65
OFF-BI-3722,"cardinal binder, economy",Home Office,Office Supplies - Binders,103
OFF-AP-3584,"breville toaster, silver",Consumer,Office Supplies - Appliances,95
FUR-BO-3978,dmi eclipse executive suite bookcases,Consumer,Furniture - Bookcases,63
OFF-LA-4663,"hon legal exhibit labels, adjustable",Consumer,Office Supplies - Labels,88
OFF-AP-4964,"kitchenaid stove, black",Corporate,Office Supplies - Appliances,102
OFF-EN-5036,"kraft mailers, with clear poly window",Consumer,Office Supplies - Envelopes,144
OFF-PA-5852,"sandisk computer printout paper, multicolor",Corporate,Office Supplies - Paper,114
FUR-FU-6237,"tenex clock, duo pack",Corporate,Furniture - Furnishings,55
OFF-AP-4733,"hoover microwave, white",Consumer,Office Supplies - Appliances,37
OFF-PA-3986,"eaton cards & envelopes, 8.5 x 11",Home Office,Office Supplies - Paper,33
OFF-FA-4842,ideal clamps,Home Office,Office Supplies - Fasteners,13
OFF-LA-4665,"hon legal exhibit labels, laser printer compatible",Consumer,Office Supplies - Labels,51
OFF-PA-6539,xerox 1981,Consumer,Office Supplies - Paper,48
OFF-BI-3719,"cardinal binder covers, recycled",Corporate,Office Supplies - Binders,87
TEC-MA-5501,"okidata inkjet, durable",Consumer,Technology - Machines,133
OFF-PA-6611,"xerox memo slips, premium",Corporate,Office Supplies - Paper,84
OFF-FA-3051,advantus plastic paper clips,Consumer,Office Supplies - Fasteners,85
FUR-FU-4074,"eldon light bulb, black",Consumer,Furniture - Furnishings,9
OFF-PA-4148,"enermax computer printout paper, multicolor",Consumer,Office Supplies - Paper,91
OFF-PA-6617,"xerox note cards, 8.5 x 11",Consumer,Office Supplies - Paper,92
TEC-MA-5542,"panasonic card printer, durable",Consumer,Technology - Machines,47
FUR-TA-4634,"hon coffee table, adjustable height",Consumer,Furniture - Tables,103
OFF-EN-4910,"jiffy interoffice envelope, recycled",Home Office,Office Supplies - Envelopes,146
OFF-LA-3300,"avery legal exhibit labels, laser printer compatible",Consumer,Office Supplies - Labels,12
TEC-PH-5359,"nokia speaker phone, voip",Corporate,Technology - Phones,99
OFF-ST-6049,"smead lockers, wire frame",Consumer,Office Supplies - Storage,42
TEC-PH-3163,at&t 17929 lendline telephone,Consumer,Technology - Phones,78
FUR-CH-5451,"office star steel folding chair, black",Home Office,Furniture - Chairs,103
TEC-PH-5352,"nokia signal booster, voip",Consumer,Technology - Phones,94
FUR-CH-4546,"harbour creations rocking chair, red",Corporate,Furniture - Chairs,125
TEC-PH-3161,at&t 1080 corded phone,Corporate,Technology - Phones,38
OFF-ST-6230,"tenex box, single width",Consumer,Office Supplies - Storage,51
FUR-TA-5054,"lesro computer table, adjustable height",Corporate,Furniture - Tables,32
FUR-FU-5739,"rubbermaid stacking tray, black",Consumer,Furniture - Furnishings,26
FUR-BO-5787,"safco library with doors, pine",Home Office,Furniture - Bookcases,105
FUR-CH-4518,"harbour creations bag chairs, adjustable",Corporate,Furniture - Chairs,98
TEC-PH-3802,"cisco signal booster, voip",Corporate,Technology - Phones,127
FUR-BO-3646,"bush stackable bookrack, mobile",Corporate,Furniture - Bookcases,113
FUR-TA-3755,"chromcraft coffee table, adjustable height",Corporate,Furniture - Tables,60
TEC-AC-4188,"enermax router, usb",Corporate,Technology - Accessories,126
OFF-PA-4480,"green bar note cards, premium",Consumer,Office Supplies - Paper,38
OFF-BI-3294,"avery index tab, durable",Consumer,Office Supplies - Binders,80
OFF-BI-3254,"avery binder, recycled",Consumer,Office Supplies - Binders,87
OFF-FA-2949,"accos push pins, bulk pack",Consumer,Office Supplies - Fasteners,90
OFF-SU-4325,"fiskars trimmer, easy grip",Consumer,Office Supplies - Supplies,83
OFF-PA-6620,"xerox note cards, recycled",Consumer,Office Supplies - Paper,32
TEC-AC-5203,"memorex memory card, bluetooth",Consumer,Technology - Accessories,67
OFF-BI-3733,"cardinal hole reinforcements, clear",Consumer,Office Supplies - Binders,47
TEC-AC-5132,"logitech numeric keypad, programmable",Corporate,Technology - Accessories,133
OFF-BI-4350,gbc linen binding covers,Home Office,Office Supplies - Binders,113
TEC-PH-5270,"motorola speaker phone, cordless",Consumer,Technology - Phones,111
OFF-EN-5619,poly string tie envelopes,Consumer,Office Supplies - Envelopes,76
TEC-MA-5513,"okidata printer, wireless",Consumer,Technology - Machines,20
OFF-BI-3255,"avery binding machine, clear",Corporate,Office Supplies - Binders,53
TEC-MA-4783,"hp officejet pro 8600 e-all-in-one printer, copier, scanner, fax",Home Office,Technology - Machines,61
OFF-BI-5640,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",Corporate,Office Supplies - Binders,67
TEC-PH-3128,"apple audio dock, full size",Corporate,Technology - Phones,92
TEC-CO-3609,"brother wireless fax, digital",Consumer,Technology - Copiers,88
FUR-CH-5371,"novimex chairmat, black",Consumer,Furniture - Chairs,113
FUR-FU-3943,"deflect-o frame, erganomic",Consumer,Furniture - Furnishings,20
OFF-AP-4744,"hoover stove, silver",Home Office,Office Supplies - Appliances,107
OFF-BI-4808,"ibico binder covers, durable",Consumer,Office Supplies - Binders,97
OFF-PA-5876,"sandisk message books, 8.5 x 11",Home Office,Office Supplies - Paper,100
OFF-PA-4463,"green bar cards & envelopes, premium",Home Office,Office Supplies - Paper,23
OFF-AP-4723,"hoover coffee grinder, red",Consumer,Office Supplies - Appliances,130
OFF-AP-3126,apc 7 outlet network surgearrest surge protector,Corporate,Office Supplies - Appliances,92
OFF-ST-3745,carina double wide media storage towers in natural & black,Consumer,Office Supplies - Storage,23
TEC-CO-4786,"hp personal copier, high-speed",Home Office,Technology - Copiers,96
FUR-TA-4944,ki conference tables,Consumer,Furniture - Tables,77
OFF-SU-5635,premier electric letter opener,Corporate,Office Supplies - Supplies,51
OFF-PA-3008,"adams phone message book, 200 message capacity, 8 1/16” x 11”",Consumer,Office Supplies - Paper,106
OFF-SU-6179,"stiletto shears, steel",Corporate,Office Supplies - Supplies,102
OFF-EN-5026,"kraft clasp envelope, security-tint",Consumer,Office Supplies - Envelopes,118
OFF-FA-3330,bagged rubber bands,Corporate,Office Supplies - Fasteners,11
OFF-AR-3549,"boston pens, water color",Consumer,Office Supplies - Art,106
OFF-BI-3290,"avery hole reinforcements, durable",Home Office,Office Supplies - Binders,60
TEC-PH-3792,"cisco headset, voip",Home Office,Technology - Phones,41
FUR-TA-4647,"hon conference table, rectangular",Consumer,Furniture - Tables,60
OFF-SU-6163,"stiletto box cutter, steel",Home Office,Office Supplies - Supplies,109
FUR-FU-3048,"advantus photo frame, duo pack",Consumer,Furniture - Furnishings,69
OFF-AP-4742,"hoover stove, black",Home Office,Office Supplies - Appliances,14
FUR-CH-4684,"hon rocking chair, set of two",Consumer,Furniture - Chairs,99
OFF-AR-3516,boston 16701 slimline battery pencil sharpener,Consumer,Office Supplies - Art,57
TEC-AC-5895,"sandisk router, erganomic",Consumer,Technology - Accessories,143
OFF-BI-3318,avery round ring poly binders,Corporate,Office Supplies - Binders,95
OFF-SU-4993,"kleencut trimmer, easy grip",Consumer,Office Supplies - Supplies,93
TEC-AC-3391,"belkin memory card, usb",Consumer,Technology - Accessories,65
FUR-CH-4602,high-back leather manager's chair,Consumer,Furniture - Chairs,137
OFF-AP-2932,"acco six-outlet power strip, 4' cord length",Home Office,Office Supplies - Appliances,90
TEC-MA-5008,"konica inkjet, wireless",Home Office,Technology - Machines,13
OFF-EN-5027,"kraft clasp envelope, set of 50",Corporate,Office Supplies - Envelopes,96
FUR-TA-3757,"chromcraft coffee table, rectangular",Corporate,Furniture - Tables,81
OFF-ST-4296,"fellowes trays, wire frame",Corporate,Office Supplies - Storage,71
OFF-SU-4318,"fiskars scissors, steel",Consumer,Office Supplies - Supplies,26
OFF-PA-6069,"snap-a-way black print carbonless ruled speed letter, triplicate",Consumer,Office Supplies - Paper,97
FUR-FU-3908,"dataproducts ampli magnifier task lamp, black,",Consumer,Furniture - Furnishings,142
TEC-CO-5998,"sharp fax machine, digital",Corporate,Technology - Copiers,6
OFF-AR-5902,"sanford canvas, blue",Consumer,Office Supplies - Art,64
OFF-PA-6483,xerox 193,Consumer,Office Supplies - Paper,112
FUR-TA-4671,hon non-folding utility tables,Consumer,Furniture - Tables,77
OFF-PA-6513,xerox 1957,Corporate,Office Supplies - Paper,121
FUR-FU-5174,"master caster door stop, large neon orange",Consumer,Furniture - Furnishings,47
OFF-LA-4679,"hon removable labels, adjustable",Corporate,Office Supplies - Labels,124
TEC-AC-3403,"belkin router, erganomic",Consumer,Technology - Accessories,98
TEC-CO-4570,"hewlett copy machine, laser",Home Office,Technology - Copiers,96
OFF-ST-4059,eldon fold 'n roll cart system,Consumer,Office Supplies - Storage,17
FUR-FU-4329,flat face poster frame,Home Office,Furniture - Furnishings,95
TEC-MA-6147,"startech printer, durable",Consumer,Technology - Machines,97
OFF-AR-3498,"binney & smith pens, water color",Consumer,Office Supplies - Art,54
OFF-FA-5485,"oic thumb tacks, assorted sizes",Consumer,Office Supplies - Fasteners,133
TEC-PH-3130,"apple audio dock, with caller id",Home Office,Technology - Phones,145
FUR-BO-4860,"ikea library with doors, metal",Corporate,Furniture - Bookcases,59
OFF-BI-3740,cardinal poly pocket divider pockets for ring binders,Home Office,Office Supplies - Binders,115
FUR-CH-5443,"office star executive leather armchair, red",Consumer,Furniture - Chairs,64
TEC-AC-3373,belkin f8e887 usb wired ergonomic keyboard,Corporate,Technology - Accessories,149
TEC-CO-3704,"canon personal copier, digital",Consumer,Technology - Copiers,33
FUR-BO-5964,"sauder forest hills library, woodland oak finish",Consumer,Furniture - Bookcases,118
OFF-ST-5754,safco boltless steel shelving,Corporate,Office Supplies - Storage,16
FUR-FU-4020,"eldon 200 class desk accessories, smoke",Corporate,Furniture - Furnishings,11
OFF-FA-3082,"alliance super-size bands, assorted sizes",Home Office,Office Supplies - Fasteners,128
TEC-PH-2879,aastra 6757i ct wireless voip phone,Corporate,Technology - Phones,72
FUR-CH-5447,"office star rocking chair, black",Home Office,Furniture - Chairs,44
TEC-PH-4843,ihome fm clock radio with lightning dock,Corporate,Technology - Phones,72
OFF-FA-2942,"accos clamps, bulk pack",Corporate,Office Supplies - Fasteners,7
OFF-ST-5694,"rogers folders, blue",Consumer,Office Supplies - Storage,95
OFF-PA-6498,xerox 1943,Corporate,Office Supplies - Paper,133
TEC-AC-4156,"enermax keyboard, erganomic",Consumer,Technology - Accessories,139
FUR-CH-4709,hon valutask swivel chairs,Consumer,Furniture - Chairs,97
OFF-PA-6575,xerox 212,Corporate,Office Supplies - Paper,144
FUR-BO-5956,sauder cornerstone collection library,Corporate,Furniture - Bookcases,17
OFF-FA-3061,"advantus rubber bands, assorted sizes",Consumer,Office Supplies - Fasteners,67
FUR-CH-4697,"hon steel folding chair, adjustable",Home Office,Furniture - Chairs,72
TEC-PH-5255,motorola hk250 universal bluetooth headset,Corporate,Technology - Phones,138
TEC-AC-5223,"memorex router, bluetooth",Consumer,Technology - Accessories,74
OFF-AP-3864,"cuisinart microwave, black",Consumer,Office Supplies - Appliances,15
OFF-EN-4920,"jiffy manila envelope, set of 50",Consumer,Office Supplies - Envelopes,137
OFF-ST-5958,"sauder facets collection locker/file cabinet, sky alder finish",Home Office,Office Supplies - Storage,26
OFF-PA-6478,xerox 1925,Consumer,Office Supplies - Paper,131
OFF-BI-2923,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", dark blue",Home Office,Office Supplies - Binders,143
OFF-ST-4299,"file shuttle ii and handi-file, black",Consumer,Office Supplies - Storage,62
FUR-FU-6258,"tenex light bulb, duo pack",Consumer,Furniture - Furnishings,5
OFF-EN-4454,"globeweis peel and seal, with clear poly window",Consumer,Office Supplies - Envelopes,33
TEC-MA-6138,"startech card printer, white",Consumer,Technology - Machines,138
OFF-BI-4809,"ibico binder covers, economy",Corporate,Office Supplies - Binders,94
TEC-AC-4937,kensington orbit wireless mobile trackball for pc and mac,Consumer,Technology - Accessories,139
FUR-BO-4846,"ikea 3-shelf cabinet, pine",Home Office,Furniture - Bookcases,147
OFF-AR-5912,"sanford highlighters, fluorescent",Home Office,Office Supplies - Art,56
OFF-PA-3992,"eaton computer printout paper, premium",Corporate,Office Supplies - Paper,6
TEC-CO-3696,"canon ink, high-speed",Corporate,Technology - Copiers,29
OFF-SU-2980,"acme letter opener, steel",Corporate,Office Supplies - Supplies,22
OFF-AP-3581,"breville stove, white",Consumer,Office Supplies - Appliances,75
OFF-EN-3660,"cameo clasp envelope, with clear poly window",Corporate,Office Supplies - Envelopes,27
